Price,Close,High,Low,Open,Volume
Ticker,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD
Datetime,,,,,
2025-07-19 22:00:00+00:00,176.558837890625,176.57406616210938,175.5602569580078,176.01483154296875,0
2025-07-19 23:00:00+00:00,176.9191131591797,176.95579528808594,176.41246032714844,176.5552978515625,0
2025-07-20 00:00:00+00:00,177.88006591796875,177.95106506347656,176.5334930419922,177.05313110351562,12218368
2025-07-20 01:00:00+00:00,178.0636444091797,179.67929077148438,177.81533813476562,177.8626708984375,608204032
2025-07-20 02:00:00+00:00,177.61927795410156,177.92086791992188,177.28233337402344,177.92086791992188,148865024
2025-07-20 03:00:00+00:00,178.1487274169922,178.59764099121094,177.38253784179688,177.62818908691406,0
2025-07-20 04:00:00+00:00,177.67308044433594,178.4130401611328,177.67308044433594,178.1006317138672,107153920
2025-07-20 05:00:00+00:00,177.9886474609375,177.99661254882812,177.2770233154297,177.70884704589844,0
2025-07-20 06:00:00+00:00,177.46746826171875,177.87171936035156,177.117919921875,177.87171936035156,0
2025-07-20 07:00:00+00:00,178.1061248779297,178.5912628173828,177.41079711914062,177.4732208251953,65212416
2025-07-20 08:00:00+00:00,180.21136474609375,180.21136474609375,178.05751037597656,178.05751037597656,132229120
2025-07-20 09:00:00+00:00,180.12646484375,181.3794708251953,179.92454528808594,180.2946014404297,189289984
2025-07-20 10:00:00+00:00,179.67811584472656,180.35995483398438,179.67811584472656,179.93280029296875,0
2025-07-20 11:00:00+00:00,180.45559692382812,180.74423217773438,179.54319763183594,179.68502807617188,144807424
2025-07-20 12:00:00+00:00,181.59783935546875,181.77566528320312,180.15396118164062,180.4422149658203,4094464
2025-07-20 13:00:00+00:00,183.0478057861328,183.08847045898438,181.7754669189453,181.7754669189453,260715520
2025-07-20 14:00:00+00:00,180.91903686523438,183.07772827148438,180.91061401367188,183.07772827148438,82053120
2025-07-20 15:00:00+00:00,181.94732666015625,181.94732666015625,180.3314971923828,180.909423828125,0
2025-07-20 16:00:00+00:00,182.0333709716797,183.0009002685547,181.88987731933594,181.95567321777344,153190912
2025-07-20 17:00:00+00:00,180.8137969970703,182.01010131835938,180.6409912109375,182.01010131835938,318207488
2025-07-20 18:00:00+00:00,182.31271362304688,182.34396362304688,180.46669006347656,180.6803436279297,137729024
2025-07-20 19:00:00+00:00,181.9807586669922,183.29188537597656,181.8660888671875,182.32640075683594,108235776
2025-07-20 20:00:00+00:00,181.4498748779297,182.20033264160156,180.77914428710938,182.00782775878906,0
2025-07-20 21:00:00+00:00,182.1435546875,182.14535522460938,180.9571533203125,181.4173126220703,17133056
2025-07-20 22:00:00+00:00,180.80723571777344,182.1886444091797,178.50196838378906,182.1886444091797,406642688
2025-07-20 23:00:00+00:00,181.57090759277344,181.57090759277344,179.6840057373047,180.80364990234375,172182016
2025-07-21 00:00:00+00:00,180.10357666015625,181.49472045898438,178.91676330566406,181.49365234375,163062272
2025-07-21 01:00:00+00:00,180.081787109375,180.38441467285156,178.5818634033203,180.09146118164062,0
2025-07-21 02:00:00+00:00,183.81484985351562,183.90179443359375,180.08636474609375,180.08636474609375,177772544
2025-07-21 03:00:00+00:00,186.5248565673828,186.72500610351562,184.1656494140625,184.1656494140625,445676032
2025-07-21 04:00:00+00:00,186.05885314941406,186.97654724121094,186.05885314941406,186.57217407226562,186393600
2025-07-21 05:00:00+00:00,188.63232421875,188.81939697265625,185.23931884765625,186.04766845703125,296741376
2025-07-21 06:00:00+00:00,189.46669006347656,189.5281524658203,188.3087921142578,188.47752380371094,392957952
2025-07-21 07:00:00+00:00,190.00775146484375,190.761962890625,189.36471557617188,189.36471557617188,209248768
2025-07-21 08:00:00+00:00,190.42703247070312,191.7281951904297,189.9542999267578,190.01580810546875,266641408
2025-07-21 09:00:00+00:00,191.5116729736328,191.5116729736328,190.45252990722656,190.528564453125,71559168
2025-07-21 10:00:00+00:00,191.21266174316406,191.6811981201172,191.07186889648438,191.64443969726562,141852160
2025-07-21 11:00:00+00:00,191.598876953125,192.704833984375,190.9268035888672,191.21133422851562,354178048
2025-07-21 12:00:00+00:00,191.76222229003906,191.76222229003906,190.6197509765625,191.56980895996094,94244864
2025-07-21 13:00:00+00:00,192.60662841796875,193.16763305664062,190.78921508789062,191.69602966308594,311036928
2025-07-21 14:00:00+00:00,194.7723388671875,195.0294647216797,192.01405334472656,192.61383056640625,344894464
2025-07-21 15:00:00+00:00,197.17210388183594,198.77943420410156,194.88169860839844,194.88169860839844,1018375168
2025-07-21 16:00:00+00:00,195.59902954101562,197.16900634765625,193.89129638671875,197.16900634765625,151496704
2025-07-21 17:00:00+00:00,196.154541015625,196.47607421875,194.8385009765625,195.5587158203125,132809728
2025-07-21 18:00:00+00:00,194.0516815185547,196.94761657714844,193.75738525390625,196.16732788085938,445625344
2025-07-21 19:00:00+00:00,193.90243530273438,195.35218811035156,193.3460235595703,194.0179901123047,166619136
2025-07-21 20:00:00+00:00,194.33090209960938,196.38937377929688,194.05599975585938,194.05599975585938,253172736
2025-07-21 21:00:00+00:00,196.51510620117188,196.57858276367188,193.98265075683594,194.32522583007812,87616512
2025-07-21 22:00:00+00:00,197.46444702148438,197.46444702148438,195.83990478515625,196.45616149902344,0
2025-07-21 23:00:00+00:00,196.0680694580078,197.47052001953125,196.0680694580078,197.4378204345703,0
2025-07-22 00:00:00+00:00,197.41236877441406,198.7204132080078,195.9517059326172,195.9965362548828,117843968
2025-07-22 01:00:00+00:00,201.8567352294922,201.8567352294922,194.68301391601562,197.48391723632812,1142999040
2025-07-22 02:00:00+00:00,201.64158630371094,204.2084503173828,201.64158630371094,201.84210205078125,235038720
2025-07-22 03:00:00+00:00,199.84381103515625,202.76559448242188,198.37611389160156,201.81275939941406,486361088
2025-07-22 04:00:00+00:00,195.16778564453125,199.98077392578125,195.16778564453125,199.89370727539062,465912832
2025-07-22 05:00:00+00:00,196.5054931640625,198.9132843017578,194.9134979248047,195.019775390625,312077312
2025-07-22 06:00:00+00:00,198.92361450195312,200.31077575683594,196.44921875,196.44921875,33861632
2025-07-22 07:00:00+00:00,198.3970184326172,201.00933837890625,198.3970184326172,198.9365234375,62233600
2025-07-22 08:00:00+00:00,196.75013732910156,198.45054626464844,194.58535766601562,198.45054626464844,59119616
2025-07-22 09:00:00+00:00,197.67276000976562,198.58592224121094,194.8515167236328,196.78199768066406,0
2025-07-22 10:00:00+00:00,198.94940185546875,198.94940185546875,197.51022338867188,197.64840698242188,169074688
2025-07-22 11:00:00+00:00,199.81326293945312,199.81326293945312,197.92347717285156,198.97799682617188,0
2025-07-22 12:00:00+00:00,203.26898193359375,203.35595703125,199.63650512695312,199.82618713378906,266467328
2025-07-22 13:00:00+00:00,199.07423400878906,203.77508544921875,198.71730041503906,203.22811889648438,442204160
2025-07-22 14:00:00+00:00,201.2088623046875,201.2088623046875,198.10513305664062,198.99322509765625,112580608
2025-07-22 15:00:00+00:00,201.95455932617188,204.87710571289062,201.28005981445312,201.28005981445312,0
2025-07-22 16:00:00+00:00,203.96923828125,204.02671813964844,201.3928985595703,201.78843688964844,0
2025-07-22 17:00:00+00:00,202.8270721435547,203.9940643310547,201.17733764648438,203.9940643310547,45046784
2025-07-22 18:00:00+00:00,203.13783264160156,203.43939208984375,201.77191162109375,202.83514404296875,0
2025-07-22 19:00:00+00:00,199.08876037597656,203.14854431152344,199.08876037597656,203.14854431152344,0
2025-07-22 20:00:00+00:00,200.7110137939453,201.10707092285156,198.93240356445312,199.152587890625,236867584
2025-07-22 21:00:00+00:00,201.2218780517578,201.2218780517578,200.14169311523438,200.75851440429688,0
