Price,Close,High,Low,Open,Volume
Ticker,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD
Datetime,,,,,
2025-11-22 00:00:00+00:00,2763.852783203125,2776.893798828125,2758.0263671875,2764.603759765625,0
2025-11-22 01:00:00+00:00,2771.310791015625,2780.82470703125,2762.90625,2763.8564453125,299339776
2025-11-22 02:00:00+00:00,2748.87744140625,2773.341796875,2739.906982421875,2771.90673828125,0
2025-11-22 03:00:00+00:00,2752.71875,2755.374755859375,2741.75537109375,2750.8291015625,0
2025-11-22 04:00:00+00:00,2743.498291015625,2751.86572265625,2727.31103515625,2751.86572265625,45797376
2025-11-22 05:00:00+00:00,2742.264892578125,2746.2392578125,2727.28564453125,2744.4345703125,0
2025-11-22 06:00:00+00:00,2764.3427734375,2764.3427734375,2732.623046875,2741.97119140625,0
2025-11-22 07:00:00+00:00,2755.5546875,2765.1435546875,2753.81201171875,2763.939697265625,0
2025-11-22 08:00:00+00:00,2731.150634765625,2754.860107421875,2721.93017578125,2754.860107421875,0
2025-11-22 09:00:00+00:00,2723.717041015625,2736.796142578125,2721.1650390625,2728.416259765625,0
2025-11-22 10:00:00+00:00,2711.694091796875,2729.493408203125,2704.91650390625,2723.64697265625,0
2025-11-22 11:00:00+00:00,2736.41259765625,2739.810546875,2707.638427734375,2711.94189453125,0
2025-11-22 12:00:00+00:00,2719.3525390625,2734.631591796875,2712.7607421875,2734.631591796875,0
2025-11-22 13:00:00+00:00,2717.2177734375,2728.806640625,2712.34228515625,2719.737060546875,0
2025-11-22 14:00:00+00:00,2744.125732421875,2746.88330078125,2717.526123046875,2717.526123046875,0
2025-11-22 15:00:00+00:00,2733.659912109375,2747.381103515625,2727.64013671875,2746.7998046875,0
2025-11-22 16:00:00+00:00,2755.2099609375,2755.61181640625,2735.62548828125,2737.488525390625,0
2025-11-22 17:00:00+00:00,2746.470458984375,2755.427978515625,2745.087890625,2753.101806640625,0
2025-11-22 18:00:00+00:00,2750.09033203125,2752.222900390625,2743.69873046875,2749.092529296875,0
2025-11-22 19:00:00+00:00,2750.61279296875,2754.401611328125,2745.553955078125,2751.001953125,0
2025-11-22 20:00:00+00:00,2738.89794921875,2754.47705078125,2733.83154296875,2750.5361328125,0
2025-11-22 21:00:00+00:00,2746.206298828125,2746.8564453125,2736.4580078125,2739.72216796875,0
2025-11-22 22:00:00+00:00,2791.1884765625,2794.4658203125,2740.8623046875,2746.280029296875,0
2025-11-22 23:00:00+00:00,2768.464599609375,2789.56884765625,2768.464599609375,2785.8876953125,0
2025-11-23 00:00:00+00:00,2770.107421875,2786.83544921875,2768.27099609375,2768.27099609375,0
2025-11-23 01:00:00+00:00,2805.62841796875,2809.694580078125,2771.0224609375,2771.0224609375,444034048
2025-11-23 02:00:00+00:00,2820.44482421875,2830.507080078125,2805.08984375,2806.49267578125,401935360
2025-11-23 03:00:00+00:00,2822.2333984375,2822.2333984375,2810.253173828125,2819.868408203125,0
2025-11-23 04:00:00+00:00,2826.311279296875,2847.705322265625,2820.6533203125,2825.743896484375,777119744
2025-11-23 05:00:00+00:00,2823.83642578125,2829.1591796875,2815.03173828125,2826.41162109375,288999424
2025-11-23 06:00:00+00:00,2810.615478515625,2830.00439453125,2807.806640625,2823.7763671875,217749504
2025-11-23 07:00:00+00:00,2790.99658203125,2809.679443359375,2777.262451171875,2809.679443359375,663066624
2025-11-23 08:00:00+00:00,2812.387451171875,2812.387451171875,2792.3974609375,2792.3974609375,0
2025-11-23 09:00:00+00:00,2815.572509765625,2818.473388671875,2806.76171875,2810.75439453125,97355776
2025-11-23 10:00:00+00:00,2807.94482421875,2815.374755859375,2802.97509765625,2815.374755859375,0
2025-11-23 11:00:00+00:00,2814.802734375,2818.12060546875,2804.774169921875,2806.435546875,0
2025-11-23 12:00:00+00:00,2832.979736328125,2842.016845703125,2813.98876953125,2814.01318359375,1331237888
2025-11-23 13:00:00+00:00,2842.40576171875,2842.552490234375,2822.66259765625,2832.9462890625,410056704
2025-11-23 14:00:00+00:00,2813.54150390625,2855.837646484375,2813.54150390625,2842.7763671875,272553984
2025-11-23 15:00:00+00:00,2836.037353515625,2836.037353515625,2810.90478515625,2813.7265625,0
2025-11-23 16:00:00+00:00,2804.361083984375,2842.01806640625,2804.361083984375,2835.50341796875,0
2025-11-23 17:00:00+00:00,2792.041259765625,2805.415283203125,2788.553466796875,2798.937744140625,959049728
